Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4668.0875,222.838205128,3.7685065,0.17940389604,0.0,0.0,4668.0875,0.0,4668.0875,0.00285,0.00344247482364,0.675084875,0.0681025215614,3.055459375,0.115463293453
1,2,4539.0,200.938305287,4.050363625,0.17740077694,0.0,0.0,4539.0,0.0,4539.0,0.0037125,0.00345016510337,0.82049925,0.0546323080278,3.198976875,0.135106580643
1,Total,9207.0875,279.224431929,3.9094350625,0.125552972933,0.0,0.0,9207.0875,0.0,9207.0875,0.00328125,0.00259849487837,0.7477920625,0.0495593809964,3.127218125,0.0829334691083
2,1,4683.1625,246.262412461,3.758786125,0.201941078896,0.0,0.0,4683.1625,0.0,4683.1625,0.0036375,0.00302832096187,0.663804875,0.0739423261737,3.056971625,0.130942025885
2,2,4651.5625,269.593263436,3.957660125,0.231058194075,0.0,0.0,4651.5625,0.0,4651.5625,0.0035125,0.00305226104197,0.79867825,0.0576075646135,3.128593125,0.183355608859
2,Total,9334.725,407.772956653,3.858223125,0.17115624699,0.0,0.0,9334.725,0.0,9334.725,0.003575,0.0022077252168,0.7312415625,0.0546461635745,3.092782375,0.122532784125
3,1,4740.975,207.435393328,3.6930395,0.153996742575,0.0,0.0,4740.975,0.0,4740.975,0.003125,0.00323890511271,0.64430725,0.0587292526247,3.0113625,0.0996042421254
3,2,4464.875,154.01490763,4.06083725,0.145742145004,0.0,0.0,4464.875,0.0,4464.875,0.00385,0.00326120269808,0.8062085,0.0465728046114,3.22408325,0.116250144998
3,Total,9205.85,261.77138059,3.876938375,0.114618410131,0.0,0.0,9205.85,0.0,9205.85,0.0034875,0.00234382436591,0.725257875,0.0422362244472,3.117722875,0.0804928486948
Total,Total,9249.22083333,225.296528738,3.8815321875,0.0933733122312,0.0,0.0,9249.22083333,0.0,9249.22083333,0.00344791666667,0.00141062717346,0.734763833333,0.0290007842362,3.11257445833,0.0675328599955
